#WAVENUMBER	 TRANSMITTANCE
#cm^(-1)	 %
#DECIMALSYMBOL	 .
2022.6972	 88.8981
2023.1794	 88.8993
2023.6615	 88.8984
2024.1437	 88.8963
2024.6259	 88.9066
2025.1080	 88.9111
2025.5902	 88.8944
2026.0724	 88.8863
2026.5545	 88.8904
2027.0367	 88.8894
2027.5189	 88.8837
2028.0010	 88.8808
2028.4832	 88.8855
2028.9654	 88.8867
2029.4475	 88.8843
2029.9297	 88.8902
2030.4119	 88.8977
2030.8941	 88.8934
2031.3762	 88.8892
2031.8584	 88.8875
2032.3406	 88.8762
2032.8227	 88.8710
2033.3049	 88.8695
2033.7871	 88.8711
2034.2692	 88.8772
2034.7514	 88.8750
2035.2336	 88.8744
2035.7157	 88.8715
2036.1979	 88.8693
2036.6801	 88.8689
2037.1622	 88.8625
2037.6444	 88.8639
2038.1266	 88.8685
2038.6088	 88.8685
2039.0909	 88.8619
2039.5731	 88.8500
2040.0553	 88.8440
2040.5374	 88.8433
2041.0196	 88.8539
2041.5018	 88.8622
2041.9839	 88.8583
2042.4661	 88.8617
2042.9483	 88.8586
2043.4304	 88.8528
2043.9126	 88.8605
2044.3948	 88.8634
2044.8769	 88.8550
2045.3591	 88.8462
2045.8413	 88.8482
2046.3234	 88.8503
2046.8056	 88.8424
2047.2878	 88.8274
2047.7700	 88.8137
2048.2521	 88.8274
2048.7343	 88.8471
2049.2165	 88.8322
2049.6986	 88.8173
2050.1808	 88.8201
2050.6630	 88.8145
2051.1451	 88.8156
2051.6273	 88.8194
2052.1095	 88.8229
2052.5916	 88.8354
2053.0738	 88.8309
2053.5560	 88.8121
2054.0381	 88.8140
2054.5203	 88.8265
2055.0025	 88.8103
2055.4847	 88.7973
2055.9668	 88.8110
2056.4490	 88.8111
2056.9312	 88.8130
2057.4133	 88.8261
2057.8955	 88.8164
2058.3777	 88.8120
2058.8598	 88.8199
2059.3420	 88.8012
2059.8242	 88.7883
2060.3063	 88.8072
2060.7885	 88.8094
2061.2707	 88.7952
2061.7528	 88.8029
2062.2350	 88.8122
2062.7172	 88.8073
2063.1993	 88.8015
2063.6815	 88.7891
2064.1637	 88.7807
2064.6459	 88.8024
2065.1280	 88.8090
2065.6102	 88.7897
2066.0924	 88.7928
2066.5745	 88.8006
2067.0567	 88.7982
2067.5389	 88.7900
2068.0210	 88.7752
2068.5032	 88.7750
2068.9854	 88.7909
2069.4675	 88.7981
2069.9497	 88.7973
2070.4319	 88.7985
2070.9140	 88.7978
2071.3962	 88.7861
2071.8784	 88.7756
2072.3606	 88.7731
2072.8427	 88.7643
2073.3249	 88.7685
2073.8071	 88.7837
2074.2892	 88.7827
2074.7714	 88.7813
2075.2536	 88.7794
2075.7357	 88.7792
2076.2179	 88.7639
2076.7001	 88.6788
2077.1822	 88.6113
2077.6644	 88.6436
2078.1466	 88.7017
2078.6287	 88.7358
2079.1109	 88.7588
2079.5931	 88.7806
2080.0753	 88.7850
2080.5574	 88.7782
2081.0396	 88.7764
2081.5218	 88.7646
2082.0039	 88.7540
2082.4861	 88.7513
2082.9683	 88.7533
2083.4504	 88.7726
2083.9326	 88.7740
2084.4148	 88.7528
2084.8969	 88.7647
2085.3791	 88.7826
2085.8613	 88.7478
2086.3434	 88.7177
2086.8256	 88.7416
2087.3078	 88.7608
2087.7899	 88.7554
2088.2721	 88.7494
2088.7543	 88.7514
2089.2365	 88.7659
2089.7186	 88.7715
2090.2008	 88.7418
2090.6830	 88.7215
2091.1651	 88.7379
2091.6473	 88.7516
2092.1295	 88.7580
2092.6116	 88.7547
2093.0938	 88.7467
2093.5760	 88.7428
2094.0581	 88.7251
2094.5403	 88.6992
2095.0225	 88.7072
2095.5046	 88.7440
2095.9868	 88.7637
2096.4690	 88.7642
2096.9512	 88.7578
2097.4333	 88.7544
2097.9155	 88.7534
2098.3977	 88.7344
2098.8798	 88.6980
2099.3620	 88.6997
2099.8442	 88.7282
2100.3263	 88.7304
2100.8085	 88.7295
2101.2907	 88.7354
2101.7728	 88.7452
2102.2550	 88.7457
2102.7372	 88.7010
2103.2193	 88.6657
2103.7015	 88.7063
2104.1837	 88.7504
2104.6658	 88.7458
2105.1480	 88.7432
2105.6302	 88.7602
2106.1124	 88.7609
2106.5945	 88.7315
2107.0767	 88.6858
2107.5589	 88.6769
2108.0410	 88.7133
2108.5232	 88.7298
2109.0054	 88.7299
2109.4875	 88.7383
2109.9697	 88.7428
2110.4519	 88.7313
2110.9340	 88.6936
2111.4162	 88.6538
2111.8984	 88.6780
2112.3805	 88.7257
2112.8627	 88.7347
2113.3449	 88.7313
2113.8271	 88.7288
2114.3092	 88.7385
2114.7914	 88.7253
2115.2736	 88.6760
2115.7557	 88.6769
2116.2379	 88.7141
2116.7201	 88.7108
2117.2022	 88.7126
2117.6844	 88.7337
2118.1666	 88.7347
2118.6487	 88.7310
2119.1309	 88.7008
2119.6131	 88.6741
2120.0952	 88.7020
2120.5774	 88.7124
2121.0596	 88.7034
2121.5417	 88.7172
2122.0239	 88.7251
2122.5061	 88.7194
2122.9883	 88.6918
2123.4704	 88.6578
2123.9526	 88.6694
2124.4348	 88.7059
2124.9169	 88.7204
2125.3991	 88.7171
2125.8813	 88.7165
2126.3634	 88.7252
2126.8456	 88.7199
2127.3278	 88.6853
2127.8099	 88.6676
2128.2921	 88.6905
2128.7743	 88.7053
2129.2564	 88.6959
2129.7386	 88.6975
2130.2208	 88.7107
2130.7030	 88.6931
2131.1851	 88.6480
2131.6673	 88.6437
2132.1495	 88.6719
2132.6316	 88.6863
2133.1138	 88.6979
2133.5960	 88.7063
2134.0781	 88.7091
2134.5603	 88.7048
2135.0425	 88.6862
2135.5246	 88.6762
2136.0068	 88.6878
2136.4890	 88.6964
2136.9711	 88.6994
2137.4533	 88.7031
2137.9355	 88.6905
2138.4176	 88.6712
2138.8998	 88.6638
2139.3820	 88.6706
2139.8642	 88.6930
2140.3463	 88.7024
2140.8285	 88.6885
2141.3107	 88.6866
2141.7928	 88.6939
2142.2750	 88.6913
2142.7572	 88.6893
2143.2393	 88.6936
2143.7215	 88.6899
2144.2037	 88.6779
2144.6858	 88.6815
2145.1680	 88.6899
2145.6502	 88.6843
2146.1323	 88.6890
2146.6145	 88.6921
2147.0967	 88.6785
2147.5789	 88.6784
2148.0610	 88.6839
2148.5432	 88.6840
2149.0254	 88.6912
2149.5075	 88.6973
2149.9897	 88.6870
2150.4719	 88.6580
2150.9540	 88.6503
2151.4362	 88.6622
2151.9184	 88.6630
2152.4005	 88.6727
2152.8827	 88.6807
2153.3649	 88.6752
2153.8470	 88.6554
2154.3292	 88.6294
2154.8114	 88.6422
2155.2935	 88.6785
2155.7757	 88.6756
2156.2579	 88.6497
2156.7401	 88.6507
2157.2222	 88.6647
2157.7044	 88.6478
2158.1866	 88.6167
2158.6687	 88.6232
2159.1509	 88.6494
2159.6331	 88.6593
2160.1152	 88.6692
2160.5974	 88.6857
2161.0796	 88.6721
2161.5617	 88.6162
2162.0439	 88.5911
2162.5261	 88.6291
2163.0082	 88.6546
2163.4904	 88.6523
2163.9726	 88.6523
2164.4548	 88.6443
2164.9369	 88.6177
2165.4191	 88.5884
2165.9013	 88.6068
2166.3834	 88.6495
2166.8656	 88.6668
2167.3478	 88.6703
2167.8299	 88.6622
2168.3121	 88.6397
2168.7943	 88.5909
2169.2764	 88.5647
2169.7586	 88.6072
2170.2408	 88.6501
2170.7229	 88.6637
2171.2051	 88.6702
2171.6873	 88.6534
2172.1694	 88.5948
2172.6516	 88.5507
2173.1338	 88.5901
2173.6160	 88.6564
2174.0981	 88.6787
2174.5803	 88.6649
2175.0625	 88.6487
2175.5446	 88.6180
2176.0268	 88.5598
2176.5090	 88.5713
2176.9911	 88.6407
2177.4733	 88.6563
2177.9555	 88.6420
2178.4376	 88.6474
2178.9198	 88.6355
2179.4020	 88.5799
2179.8841	 88.5734
2180.3663	 88.6328
2180.8485	 88.6559
2181.3307	 88.6494
2181.8128	 88.6416
2182.2950	 88.6218
2182.7772	 88.5890
2183.2593	 88.5654
2183.7415	 88.5881
2184.2237	 88.6282
2184.7058	 88.6463
2185.1880	 88.6476
2185.6702	 88.6303
2186.1523	 88.5832
2186.6345	 88.5625
2187.1167	 88.6085
2187.5988	 88.6413
2188.0810	 88.6425
2188.5632	 88.6502
2189.0453	 88.6446
2189.5275	 88.6061
2190.0097	 88.5722
2190.4919	 88.5947
2190.9740	 88.6214
2191.4562	 88.6168
2191.9384	 88.6250
2192.4205	 88.6368
2192.9027	 88.6173
2193.3849	 88.5959
2193.8670	 88.6153
2194.3492	 88.6368
2194.8314	 88.6393
2195.3135	 88.6468
2195.7957	 88.6425
2196.2779	 88.6145
2196.7600	 88.5980
2197.2422	 88.6164
2197.7244	 88.6397
2198.2066	 88.6400
2198.6887	 88.6298
2199.1709	 88.6230
2199.6531	 88.6200
2200.1352	 88.6206
2200.6174	 88.6177
2201.0996	 88.6199
2201.5817	 88.6391
2202.0639	 88.6445
2202.5461	 88.6219
2203.0282	 88.6033
2203.5104	 88.6144
2203.9926	 88.6264
2204.4747	 88.6152
2204.9569	 88.6144
2205.4391	 88.6273
2205.9212	 88.6205
2206.4034	 88.6051
2206.8856	 88.6067
2207.3678	 88.6177
2207.8499	 88.6295
2208.3321	 88.6342
2208.8143	 88.6308
2209.2964	 88.6320
2209.7786	 88.6305
2210.2608	 88.6264
2210.7429	 88.6297
2211.2251	 88.6306
2211.7073	 88.6317
2212.1894	 88.6287
2212.6716	 88.6156
2213.1538	 88.6110
2213.6359	 88.6191
2214.1181	 88.6218
2214.6003	 88.6232
2215.0825	 88.6243
2215.5646	 88.6163
2216.0468	 88.6292
2216.5290	 88.6373
2217.0111	 88.6185
2217.4933	 88.6147
2217.9755	 88.6203
2218.4576	 88.6105
2218.9398	 88.6036
2219.4220	 88.6131
2219.9041	 88.6218
2220.3863	 88.6280
2220.8685	 88.6266
2221.3506	 88.6094
2221.8328	 88.5905
2222.3150	 88.5998
2222.7971	 88.6172
2223.2793	 88.6054
2223.7615	 88.5877
2224.2437	 88.5916
2224.7258	 88.6134
2225.2080	 88.6164
2225.6902	 88.5973
2226.1723	 88.5840
2226.6545	 88.5755
2227.1367	 88.5802
2227.6188	 88.5885
2228.1010	 88.5696
2228.5832	 88.5527
2229.0653	 88.5836
2229.5475	 88.6245
2230.0297	 88.6081
2230.5118	 88.5577
2230.9940	 88.5500
2231.4762	 88.5711
2231.9584	 88.5734
2232.4405	 88.5465
2232.9227	 88.5255
2233.4049	 88.5481
2233.8870	 88.5728
2234.3692	 88.5504
2234.8514	 88.4927
2235.3335	 88.4881
2235.8157	 88.5449
2236.2979	 88.5581
2236.7800	 88.4753
2237.2622	 88.3990
2237.7444	 88.4477
2238.2265	 88.5261
2238.7087	 88.4729
2239.1909	 88.3460
2239.6730	 88.3638
2240.1552	 88.4775
2240.6374	 88.4609
2241.1196	 88.3012
2241.6017	 88.2532
2242.0839	 88.4052
2242.5661	 88.4672
2243.0482	 88.2828
2243.5304	 88.1304
2244.0126	 88.2734
2244.4947	 88.4305
2244.9769	 88.2754
2245.4591	 88.0218
2245.9412	 88.1027
2246.4234	 88.3571
2246.9056	 88.2626
2247.3877	 87.9105
2247.8699	 87.9144
2248.3521	 88.2467
2248.8343	 88.2386
2249.3164	 87.7932
2249.7986	 87.6617
2250.2808	 88.0834
2250.7629	 88.2179
2251.2451	 87.7097
2251.7273	 87.4342
2252.2094	 87.9019
2252.6916	 88.1551
2253.1738	 87.5884
2253.6559	 87.1931
2254.1381	 87.7150
2254.6203	 88.0604
2255.1024	 87.4160
2255.5846	 86.9509
2256.0668	 87.5740
2256.5490	 88.0001
2257.0311	 87.2410
2257.5133	 86.6738
2257.9955	 87.4185
2258.4776	 87.8846
2258.9598	 86.9809
2259.4420	 86.4478
2259.9241	 87.3655
2260.4063	 87.7472
2260.8885	 86.6474
2261.3706	 86.2465
2261.8528	 87.3614
2262.3350	 87.5386
2262.8171	 86.2548
2263.2993	 86.1583
2263.7815	 87.4134
2264.2636	 87.2206
2264.7458	 85.8631
2265.2280	 86.2439
2265.7102	 87.4930
2266.1923	 86.7773
2266.6745	 85.5623
2267.1567	 86.5115
2267.6388	 87.4233
2268.1210	 86.1987
2268.6032	 85.5549
2269.0853	 86.9402
2269.5675	 87.1301
2270.0497	 85.6783
2270.5318	 85.9355
2271.0140	 87.2653
2271.4962	 86.5549
2271.9783	 85.4636
2272.4605	 86.5609
2272.9427	 87.2215
2273.4249	 85.9603
2273.9070	 85.8402
2274.3892	 87.0828
2274.8714	 86.6692
2275.3535	 85.7032
2275.8357	 86.6030
2276.3179	 87.2048
2276.8000	 86.2174
2277.2822	 86.1836
2277.7644	 87.1623
2278.2465	 86.8622
2278.7287	 86.3357
2279.2109	 87.0015
2279.6930	 87.1773
2280.1752	 86.6996
2280.6574	 87.0793
2281.1395	 87.5782
2281.6217	 87.2621
2282.1039	 87.0699
2282.5861	 87.4847
2283.0682	 87.7790
2283.5504	 87.6985
2284.0326	 87.3162
2284.5147	 87.0354
2284.9969	 87.0770
2285.4791	 86.8351
2285.9612	 86.7378
2286.4434	 86.5267
2286.9256	 85.5822
2287.4077	 85.6063
2287.8899	 86.4110
2288.3721	 85.7135
2288.8542	 84.4888
2289.3364	 84.7595
2289.8186	 84.8631
2290.3008	 84.7901
2290.7829	 85.0079
2291.2651	 83.4081
2291.7473	 82.7873
2292.2294	 84.5473
2292.7116	 84.3284
2293.1938	 82.5831
2293.6759	 81.8673
2294.1581	 81.9129
2294.6403	 83.2619
2295.1224	 83.7094
2295.6046	 80.7885
2296.0868	 79.7143
2296.5689	 82.0021
2297.0511	 82.5566
2297.5333	 81.4445
2298.0154	 78.9899
2298.4976	 78.8773
2298.9798	 82.0724
2299.4620	 81.8424
2299.9441	 78.4985
2300.4263	 76.6525
2300.9085	 78.5651
2301.3906	 81.0865
2301.8728	 79.7876
2302.3550	 75.9597
2302.8371	 76.2909
2303.3193	 79.3054
2303.8015	 79.9660
2304.2836	 76.9953
2304.7658	 73.8342
2305.2480	 76.3590
2305.7301	 78.6801
2306.2123	 76.2247
2306.6945	 70.7972
2307.1767	 71.4905
2307.6588	 76.3890
2308.1410	 75.9748
2308.6232	 69.8317
2309.1053	 66.9838
2309.5875	 72.7567
2310.0697	 75.1393
2310.5518	 70.0181
2311.0340	 64.0403
2311.5162	 68.8443
2311.9983	 73.4765
2312.4805	 70.4209
2312.9627	 63.9077
2313.4448	 66.4748
2313.9270	 71.4453
2314.4092	 70.3260
2314.8913	 65.6649
2315.3735	 65.3626
2315.8557	 68.8478
2316.3379	 69.2139
2316.8200	 65.0442
2317.3022	 61.0317
2317.7844	 64.9275
2318.2665	 67.5001
2318.7487	 62.9609
2319.2309	 55.6770
2319.7130	 61.3713
2320.1952	 65.0042
2320.6774	 58.8657
2321.1595	 50.5595
2321.6417	 59.2920
2322.1239	 62.5154
2322.6060	 55.5515
2323.0882	 50.1085
2323.5704	 58.5694
2324.0526	 59.3285
2324.5347	 53.0897
2325.0169	 51.4361
2325.4991	 57.3639
2325.9812	 57.2874
2326.4634	 52.3497
2326.9456	 49.4026
2327.4277	 53.9833
2327.9099	 55.4907
2328.3921	 50.9529
2328.8742	 47.0488
2329.3564	 52.9377
2329.8386	 54.0617
2330.3207	 46.9561
2330.8029	 47.2533
2331.2851	 53.3929
2331.7672	 51.3628
2332.2494	 44.4739
2332.7316	 50.2943
2333.2138	 53.2059
2333.6959	 48.9885
2334.1781	 45.4783
2334.6603	 52.0643
2335.1424	 53.0920
2335.6246	 47.1514
2336.1068	 44.1346
2336.5889	 49.6985
2337.0711	 49.6023
2337.5533	 44.7324
2338.0354	 48.7953
2338.5176	 51.3801
2338.9998	 46.9828
2339.4819	 44.3005
2339.9641	 49.3253
2340.4463	 47.9751
2340.9285	 42.8326
2341.4106	 46.4203
2341.8928	 48.5449
2342.3750	 45.2316
2342.8571	 43.6728
2343.3393	 48.4676
2343.8215	 48.4171
2344.3036	 44.1413
2344.7858	 48.8313
2345.2680	 50.8318
2345.7501	 47.0281
2346.2323	 51.4152
2346.7145	 56.1057
2347.1966	 54.6001
2347.6788	 55.6511
2348.1610	 61.6770
2348.6431	 65.0041
2349.1253	 63.3013
2349.6075	 56.4207
2350.0897	 53.9931
2350.5718	 56.7963
2351.0540	 53.1111
2351.5362	 48.9468
2352.0183	 51.3681
2352.5005	 48.8938
2352.9827	 44.0223
2353.4648	 46.2571
2353.9470	 46.3826
2354.4292	 42.4228
2354.9113	 43.3998
2355.3935	 42.3633
2355.8757	 38.2063
2356.3578	 39.7119
2356.8400	 38.9474
2357.3222	 35.9598
2357.8044	 38.2460
2358.2865	 38.3791
2358.7687	 36.6349
2359.2509	 37.7946
2359.7330	 36.2232
2360.2152	 35.0608
2360.6974	 37.5846
2361.1795	 37.1154
2361.6617	 37.4814
2362.1439	 38.3697
2362.6260	 36.5438
2363.1082	 37.8165
2363.5904	 38.7682
2364.0725	 38.2661
2364.5547	 40.1663
2365.0369	 39.8178
2365.5190	 40.3687
2366.0012	 42.1673
2366.4834	 41.9034
2366.9656	 43.7722
2367.4477	 44.2348
2367.9299	 44.7088
2368.4121	 46.7852
2368.8942	 46.8991
2369.3764	 48.7939
2369.8586	 49.6777
2370.3407	 50.6219
2370.8229	 52.4752
2371.3051	 52.9836
2371.7872	 54.9887
2372.2694	 55.8174
2372.7516	 57.3495
2373.2337	 58.7660
2373.7159	 59.8647
2374.1981	 61.5098
2374.6803	 62.4846
2375.1624	 64.1009
2375.6446	 65.1632
2376.1268	 66.5386
2376.6089	 67.6866
2377.0911	 68.8770
2377.5733	 70.0397
2378.0554	 71.1119
2378.5376	 72.2958
2379.0198	 73.3572
2379.5019	 74.5168
2379.9841	 75.5737
2380.4663	 76.7148
2380.9484	 77.8187
2381.4306	 78.9520
2381.9128	 80.0481
2382.3949	 81.1286
2382.8771	 82.1433
2383.3593	 83.0933
2383.8415	 83.9502
2384.3236	 84.7275
2384.8058	 85.4158
2385.2880	 86.0094
2385.7701	 86.5234
2386.2523	 86.9389
2386.7345	 87.2747
2387.2166	 87.5587
2387.6988	 87.7938
2388.1810	 87.9671
2388.6631	 88.0830
2389.1453	 88.1725
2389.6275	 88.2700
2390.1096	 88.3335
2390.5918	 88.3637
2391.0740	 88.3926
2391.5562	 88.4138
2392.0383	 88.4419
2392.5205	 88.4625
2393.0027	 88.4509
2393.4848	 88.4394
2393.9670	 88.4394
2394.4492	 88.4469
2394.9313	 88.4553
2395.4135	 88.4539
2395.8957	 88.4543
2396.3778	 88.4654
2396.8600	 88.4770
2397.3422	 88.4845
2397.8243	 88.4819
2398.3065	 88.4701
2398.7887	 88.4664
2399.2708	 88.4653
2399.7530	 88.4418
2400.2352	 88.4306
2400.7174	 88.4477
2401.1995	 88.4471
2401.6817	 88.4409
2402.1639	 88.4470
2402.6460	 88.4579
2403.1282	 88.4611
2403.6104	 88.4496
2404.0925	 88.4580
2404.5747	 88.4743
2405.0569	 88.4730
2405.5390	 88.4684
2406.0212	 88.4601
2406.5034	 88.4485
2406.9855	 88.4439
2407.4677	 88.4465
2407.9499	 88.4556
2408.4321	 88.4654
2408.9142	 88.4657
2409.3964	 88.4616
2409.8786	 88.4632
2410.3607	 88.4609
2410.8429	 88.4550
2411.3251	 88.4577
2411.8072	 88.4623
2412.2894	 88.4599
2412.7716	 88.4566
2413.2537	 88.4593
2413.7359	 88.4643
2414.2181	 88.4677
2414.7002	 88.4548
2415.1824	 88.4367
2415.6646	 88.4422
2416.1467	 88.4526
2416.6289	 88.4505
2417.1111	 88.4371
2417.5933	 88.4289
2418.0754	 88.4389
2418.5576	 88.4393
2419.0398	 88.4262
2419.5219	 88.4278
2420.0041	 88.4380
2420.4863	 88.4287
2420.9684	 88.4200
2421.4506	 88.4261
2421.9328	 88.4272
2422.4149	 88.4333
2422.8971	 88.4438
2423.3793	 88.4387
2423.8614	 88.4324
2424.3436	 88.4411
2424.8258	 88.4380
2425.3080	 88.4300
2425.7901	 88.4384
2426.2723	 88.4454
2426.7545	 88.4511
2427.2366	 88.4553
2427.7188	 88.4478
2428.2010	 88.4363
2428.6831	 88.4281
2429.1653	 88.4151
2429.6475	 88.4132
2430.1296	 88.4344
2430.6118	 88.4373
2431.0940	 88.4174
2431.5761	 88.4086
2432.0583	 88.4227
2432.5405	 88.4333
2433.0227	 88.4205
2433.5048	 88.4202
2433.9870	 88.4267
2434.4692	 88.4181
2434.9513	 88.4132
2435.4335	 88.4097
2435.9157	 88.4018
2436.3978	 88.4020
2436.8800	 88.4148
2437.3622	 88.4218
2437.8443	 88.4095
2438.3265	 88.4003
2438.8087	 88.4058
2439.2908	 88.4098
2439.7730	 88.4046
2440.2552	 88.3975
2440.7373	 88.4028
2441.2195	 88.4118
2441.7017	 88.4148
2442.1839	 88.4167
2442.6660	 88.4100
2443.1482	 88.4019
2443.6304	 88.3955
2444.1125	 88.3901
2444.5947	 88.4036
2445.0769	 88.4203
2445.5590	 88.4163
2446.0412	 88.4059
2446.5234	 88.4046
2447.0055	 88.4057
2447.4877	 88.3932
2447.9699	 88.3727
2448.4520	 88.3742
2448.9342	 88.3923
2449.4164	 88.4003
2449.8986	 88.4003
2450.3807	 88.3959
2450.8629	 88.3876
2451.3451	 88.3911
2451.8272	 88.3969
2452.3094	 88.3763
2452.7916	 88.3577
2453.2737	 88.3760
2453.7559	 88.3940
2454.2381	 88.3873
2454.7202	 88.3877
2455.2024	 88.3880
2455.6846	 88.3743
2456.1667	 88.3790
2456.6489	 88.3887
2457.1311	 88.3818
2457.6132	 88.3796
2458.0954	 88.3753
2458.5776	 88.3809
2459.0598	 88.3936
2459.5419	 88.3877
2460.0241	 88.3854
2460.5063	 88.3778
2460.9884	 88.3689
2461.4706	 88.3869
2461.9528	 88.3949
2462.4349	 88.3824
2462.9171	 88.3839
2463.3993	 88.3863
2463.8814	 88.3757
2464.3636	 88.3647
2464.8458	 88.3629
2465.3279	 88.3683
2465.8101	 88.3650
2466.2923	 88.3713
2466.7745	 88.3897
2467.2566	 88.3876
2467.7388	 88.3740
2468.2210	 88.3677
2468.7031	 88.3700
2469.1853	 88.3696
2469.6675	 88.3602
2470.1496	 88.3532
2470.6318	 88.3604
2471.1140	 88.3745
2471.5961	 88.3849
2472.0783	 88.3993
2472.5605	 88.3946
2473.0426	 88.3656
2473.5248	 88.3462
2474.0070	 88.3379
2474.4891	 88.3415
2474.9713	 88.3512
2475.4535	 88.3508
2475.9357	 88.3508
2476.4178	 88.3545
2476.9000	 88.3632
2477.3822	 88.3643
2477.8643	 88.3560
2478.3465	 88.3600
2478.8287	 88.3715
2479.3108	 88.3756
2479.7930	 88.3563
2480.2752	 88.3319
2480.7573	 88.3437
2481.2395	 88.3561
2481.7217	 88.3326
2482.2038	 88.3290
2482.6860	 88.3317
2483.1682	 88.3178
2483.6504	 88.3278
2484.1325	 88.3415
2484.6147	 88.3472
2485.0969	 88.3413
2485.5790	 88.3249
2486.0612	 88.3179
2486.5434	 88.3220
2487.0255	 88.3309
2487.5077	 88.3297
2487.9899	 88.3211
2488.4720	 88.3212
2488.9542	 88.3205
2489.4364	 88.3106
2489.9185	 88.3121
2490.4007	 88.3165
2490.8829	 88.3137
2491.3650	 88.3096
2491.8472	 88.3051
2492.3294	 88.3040
2492.8116	 88.3054
2493.2937	 88.3133
2493.7759	 88.3154
2494.2581	 88.3110
2494.7402	 88.3087
2495.2224	 88.3134
2495.7046	 88.3139
2496.1867	 88.3104
2496.6689	 88.3317
2497.1511	 88.3431
2497.6332	 88.3295
2498.1154	 88.3079
2498.5976	 88.2825
2499.0797	 88.2874
2499.5619	 88.3073
2500.0441	 88.3091
2500.5263	 88.3038
2501.0084	 88.3053
2501.4906	 88.3078
2501.9728	 88.3008
2502.4549	 88.2942
2502.9371	 88.2974
2503.4193	 88.3002
2503.9014	 88.2950
2504.3836	 88.3002
2504.8658	 88.3135
2505.3479	 88.3169
2505.8301	 88.3040
2506.3123	 88.2873
2506.7944	 88.2885
2507.2766	 88.2880
2507.7588	 88.2843
2508.2409	 88.2900
2508.7231	 88.2945
2509.2053	 88.2978
2509.6875	 88.3027
2510.1696	 88.3028
2510.6518	 88.2867
2511.1340	 88.2734
2511.6161	 88.2765
2512.0983	 88.2865
2512.5805	 88.2928
2513.0626	 88.2890
2513.5448	 88.2822
2514.0270	 88.2864
2514.5091	 88.2952
2514.9913	 88.2877
2515.4735	 88.2821
2515.9556	 88.2813
2516.4378	 88.2695
2516.9200	 88.2581
2517.4022	 88.2691
2517.8843	 88.2919
2518.3665	 88.2975
2518.8487	 88.2861
2519.3308	 88.2671
2519.8130	 88.2615
2520.2952	 88.2690
2520.7773	 88.2840
2521.2595	 88.2933
2521.7417	 88.2821
2522.2238	 88.2783
2522.7060	 88.2821
2523.1882	 88.2785
2523.6703	 88.2774
2524.1525	 88.2833
2524.6347	 88.2795
2525.1168	 88.2694
2525.5990	 88.2667
2526.0812	 88.2622
2526.5634	 88.2540
2527.0455	 88.2439
2527.5277	 88.2470
2528.0099	 88.2770
2528.4920	 88.2878
2528.9742	 88.2697
2529.4564	 88.2598
2529.9385	 88.2527
2530.4207	 88.2411
2530.9029	 88.2345
2531.3850	 88.2435
2531.8672	 88.2505
2532.3494	 88.2523
2532.8315	 88.2618
2533.3137	 88.2611
2533.7959	 88.2524
2534.2781	 88.2603
2534.7602	 88.2784
2535.2424	 88.2822
2535.7246	 88.2703
2536.2067	 88.2521
2536.6889	 88.2507
2537.1711	 88.2589
2537.6532	 88.2367
2538.1354	 88.2173
2538.6176	 88.2277
2539.0997	 88.2227
2539.5819	 88.2086
2540.0641	 88.2257
2540.5462	 88.2479
2541.0284	 88.2418
2541.5106	 88.2406
2541.9927	 88.2655
2542.4749	 88.2727
2542.9571	 88.2501
2543.4393	 88.2425
2543.9214	 88.2437
2544.4036	 88.2263
2544.8858	 88.2173
2545.3679	 88.2326
2545.8501	 88.2484
2546.3323	 88.2516
2546.8144	 88.2572
2547.2966	 88.2504
2547.7788	 88.2307
2548.2609	 88.2281
2548.7431	 88.2248
2549.2253	 88.2192
2549.7074	 88.2264
2550.1896	 88.2400
2550.6718	 88.2493
2551.1540	 88.2411
2551.6361	 88.2298
2552.1183	 88.2297
2552.6005	 88.2294
2553.0826	 88.2278
2553.5648	 88.2266
2554.0470	 88.2262
2554.5291	 88.2276
2555.0113	 88.2255
2555.4935	 88.2290
2555.9756	 88.2268
2556.4578	 88.2200
2556.9400	 88.2228
2557.4221	 88.2209
2557.9043	 88.2236
2558.3865	 88.2201
2558.8686	 88.2085
2559.3508	 88.2145
2559.8330	 88.2312
2560.3152	 88.2268
2560.7973	 88.2104
2561.2795	 88.2157
2561.7617	 88.2143
2562.2438	 88.1940
2562.7260	 88.1891
2563.2082	 88.2040
2563.6903	 88.2126
2564.1725	 88.2198
2564.6547	 88.2258
2565.1368	 88.2012
2565.6190	 88.1870
2566.1012	 88.2095
2566.5833	 88.2192
2567.0655	 88.2133
2567.5477	 88.2124
2568.0299	 88.2122
2568.5120	 88.1990
2568.9942	 88.1805
2569.4764	 88.1880
2569.9585	 88.1946
2570.4407	 88.1904
2570.9229	 88.1990
2571.4050	 88.1944
2571.8872	 88.1837
2572.3694	 88.1874
2572.8515	 88.1967
2573.3337	 88.2078
2573.8159	 88.2062
2574.2980	 88.1930
2574.7802	 88.1977
2575.2624	 88.2069
2575.7445	 88.1947
2576.2267	 88.1886
2576.7089	 88.2029
2577.1911	 88.2128
2577.6732	 88.2104
2578.1554	 88.2035
2578.6376	 88.1958
2579.1197	 88.1797
2579.6019	 88.1682
2580.0841	 88.1821
2580.5662	 88.1884
2581.0484	 88.1751
2581.5306	 88.1843
2582.0127	 88.2118
2582.4949	 88.2183
